"","id","group","clicks","lifetime","country","browser","date"
"103",103,0,10,80,"United States","Chrome",2019-08-13 08:05:47
"104",104,1,7,79.95,"India","Chrome",2019-11-20 09:09:41
"105",105,1,2,71.34,"India","Opera",2019-10-31 04:17:55
"106",106,1,2,98.4,"France","Chrome",2019-09-30 02:22:17
"107",107,1,5,98.4,"India","Opera",2019-11-25 11:55:57
"108",108,1,5,88.56,"India","Internet Explorer",2019-03-01 03:12:35
"109",109,1,5,107.01,"Italy","Chrome",2019-02-10 13:14:25
"110",110,1,4,52.89,"China","Opera",2019-01-06 04:55:48
"111",111,0,17,72,"United States","Chrome",2019-05-15 20:05:12
"112",112,1,5,52.89,"United States","Safari",2019-08-04 07:28:07
"113",113,0,12,65,"India","Opera",2019-10-30 13:11:43
"114",114,1,4,61.5,"India","Chrome",2019-09-22 06:03:09
"115",115,1,5,124.23,"United Kingdom","Internet Explorer",2019-10-11 23:43:50
"116",116,1,9,71.34,"India","Chrome",2019-04-20 01:46:05
"117",117,1,6,88.56,"China","Safari",2019-01-13 17:45:04
"118",118,0,5,58,"China","Opera",2019-01-06 10:15:58
"119",119,1,2,88.56,"France","Safari",2019-03-28 06:32:25
"120",120,1,6,61.5,"United Kingdom","Opera",2019-03-08 06:01:16
"121",121,0,12,87,"China","Opera",2019-09-18 20:24:59
"122",122,1,4,107.01,"India","Chrome",2019-05-29 21:58:35
"123",123,1,2,107.01,"United States","Chrome",2019-06-05 20:39:34
"124",124,1,4,151.29,"India","Mozilla",2019-09-19 11:10:08
"125",125,1,4,61.5,"India","Thor",2019-03-14 20:35:46
"126",126,1,6,124.23,"China","Safari",2019-02-25 09:51:44
"127",127,1,3,88.56,"Indonesia","Internet Explorer",2019-04-15 12:49:26
"128",128,1,4,98.4,"United States","Chrome",2019-08-01 10:57:45
"129",129,1,5,124.23,"India","Chrome",2019-08-09 11:45:40
"130",130,0,17,80,"China","Chrome",2019-12-10 23:08:09
"131",131,1,4,79.95,"China","Opera",2019-07-30 17:42:42
"132",132,1,5,61.5,"China","Safari",2019-05-04 17:01:49
"133",133,0,10,58,"China","Safari",2019-01-16 07:57:24
"134",134,1,5,98.4,"China","Opera",2019-01-31 23:02:36
"135",135,1,5,79.95,"China","Mozilla",2019-01-29 17:57:53
"136",136,0,20,65,"France","Chrome",2019-11-25 11:35:59
"137",137,0,5,65,"India","Chrome",2019-06-09 01:46:54
"138",138,1,3,88.56,"China","Safari",2019-10-12 23:50:38
"139",139,1,7,107.01,"India","Safari",2019-08-23 21:44:31
"140",140,0,12,87,"India","Safari",2019-01-18 04:37:19
"141",141,1,5,98.4,"India","Chrome",2019-03-18 01:25:28
"142",142,1,2,134.07,"Italy","Safari",2019-05-02 23:02:24
"143",143,1,4,88.56,"India","Chrome",2019-02-21 06:18:55
"144",144,0,12,65,"Indonesia","Chrome",2019-02-06 20:43:25
"145",145,1,3,142.68,"China","Chrome",2019-10-06 22:49:16
"146",146,1,4,61.5,"India","Mozilla",2019-04-15 03:43:29
"147",147,0,15,58,"India","Safari",2019-02-22 16:43:05
"148",148,1,2,142.68,"China","Internet Explorer",2019-12-24 15:39:56
"149",149,1,2,61.5,"India","Opera",2019-10-18 11:16:29
"150",150,1,3,88.56,"France","Mozilla",2019-04-25 05:44:19
"151",151,1,4,71.34,"United Kingdom","Opera",2019-08-13 06:57:11
"152",152,1,4,98.4,"China","Safari",2019-02-28 03:00:41
"153",153,0,12,50,"China","Chrome",2019-08-05 15:18:16
"154",154,0,15,72,"China","Chrome",2019-08-09 17:16:23
"155",155,1,2,107.01,"China","Opera",2019-11-14 22:00:12
"156",156,0,7,116,"China","Chrome",2019-10-23 11:08:40
"157",157,1,2,61.5,"Spain","Chrome",2019-06-28 21:58:47
"158",158,1,5,124.23,"United States","Mozilla",2019-09-17 10:54:32
"159",159,1,6,61.5,"China","Chrome",2019-09-12 05:01:27
"160",160,1,3,71.34,"India","Safari",2019-06-04 09:02:45
"161",161,1,3,61.5,"China","Chrome",2019-08-21 19:20:01
"162",162,0,10,101,"China","Chrome",2019-06-19 23:46:05
"163",163,0,15,123,"India","Opera",2019-01-09 10:45:38
"164",164,1,4,44.28,"Italy","Safari",2019-12-29 19:34:04
"165",165,0,10,43,"France","Safari",2019-10-14 19:02:40
"166",166,1,5,71.34,"India","Safari",2019-06-20 11:37:18
"167",167,1,10,61.5,"United States","Safari",2019-09-10 12:43:17
"168",168,0,7,72,"China","Opera",2019-06-13 21:42:39
"169",169,1,4,71.34,"India","Internet Explorer",2019-09-20 12:03:28
"170",170,1,3,79.95,"India","Chrome",2019-10-29 21:06:03
"171",171,1,4,52.89,"Spain","Chrome",2019-09-09 17:48:25
"172",172,0,12,43,"India","Chrome",2019-07-13 11:04:41
"173",173,1,3,71.34,"Germany","Opera",2019-06-17 10:25:23
"174",174,1,5,124.23,"India","Chrome",2019-01-21 09:57:17
"175",175,0,12,80,"India","Opera",2019-10-02 00:58:10
"176",176,1,2,52.89,"China","Chrome",2019-09-03 21:04:50
"177",177,1,5,61.5,"United States","Chrome",2019-12-23 01:21:17
"178",178,0,10,109,"China","Opera",2019-01-03 02:00:45
"179",179,0,10,87,"United States","Safari",2019-06-28 19:59:26
"180",180,0,10,50,"India","Mozilla",2019-02-11 04:50:26
"181",181,0,10,80,"India","Chrome",2019-09-20 12:46:09
"182",182,1,1,124.23,"United States","Internet Explorer",2019-07-24 09:05:14
"183",183,0,7,65,"India","Chrome",2019-02-18 06:25:56
"184",184,1,5,61.5,"United States","Opera",2019-10-20 08:34:29
"185",185,0,15,58,"India","Thor",2019-09-04 23:48:28
"186",186,1,4,79.95,"India","Chrome",2019-06-21 09:18:28
"187",187,0,7,50,"India","Opera",2019-07-11 12:19:13
"188",188,1,3,79.95,"China","Safari",2019-05-30 11:18:41
"189",189,0,7,72,"Germany","Opera",2019-03-09 00:00:33
"190",190,1,4,61.5,"India","Thor",2019-04-14 23:17:59
"191",191,1,5,115.62,"Spain","Chrome",2019-01-31 08:11:12
"192",192,1,5,71.34,"China","Chrome",2019-01-13 15:54:06
"193",193,1,3,71.34,"France","Thor",2019-08-21 20:52:26
"194",194,0,7,58,"China","Chrome",2019-02-18 06:12:44
"195",195,0,12,65,"China","Mozilla",2019-02-14 07:29:54
"196",196,0,12,94,"China","Mozilla",2019-03-19 15:21:18
"197",197,1,5,115.62,"India","Safari",2019-08-24 01:51:42
"198",198,1,4,71.34,"India","Internet Explorer",2019-05-21 07:27:41
"199",199,0,10,50,"China","Opera",2019-12-18 12:29:01
"200",200,1,5,61.5,"China","Chrome",2019-09-20 17:41:36
"201",201,1,3,61.5,"India","Internet Explorer",2019-03-27 21:14:56
"202",202,0,7,50,"India","Opera",2019-07-24 00:24:53
"203",203,1,4,107.01,"China","Mozilla",2019-11-02 13:19:59
"204",204,1,5,88.56,"India","Thor",2019-05-29 03:37:46
"205",205,1,4,124.23,"France","Safari",2019-04-10 22:57:14
"206",206,0,12,123,"India","Safari",2019-08-01 09:24:57
"207",207,0,12,101,"China","Opera",2019-12-23 00:01:48
"208",208,1,4,98.4,"China","Chrome",2019-03-17 17:32:35
"209",209,1,3,107.01,"China","Safari",2019-08-02 08:36:05
"210",210,1,2,79.95,"China","Safari",2019-01-04 04:41:35
"211",211,1,6,61.5,"India","Chrome",2019-08-17 11:34:55
"212",212,1,4,88.56,"India","Opera",2019-07-14 23:02:43
"213",213,1,3,98.4,"China","Chrome",2019-10-16 01:47:33
"214",214,1,4,79.95,"India","Chrome",2019-04-29 22:07:10
"215",215,0,7,72,"India","Safari",2019-05-30 11:11:46
"216",216,1,5,169.74,"Italy","Safari",2019-08-17 01:45:25
"217",217,0,10,109,"United States","Opera",2019-07-12 13:27:15
"218",218,1,4,98.4,"India","Chrome",2019-11-19 15:12:45
"219",219,1,5,151.29,"India","Chrome",2019-07-05 06:04:23
"220",220,1,4,88.56,"China","Opera",2019-10-24 01:01:20
"221",221,1,5,71.34,"China","Opera",2019-12-19 09:22:05
"222",222,1,4,79.95,"United States","Safari",2019-01-23 06:35:37
"223",223,0,10,65,"Germany","Chrome",2019-09-27 10:43:48
"224",224,0,10,94,"India","Opera",2019-10-20 18:17:04
"225",225,1,4,52.89,"India","Internet Explorer",2019-02-13 04:17:18
"226",226,0,5,72,"China","Chrome",2019-05-29 05:57:17
"227",227,1,4,79.95,"India","Chrome",2019-02-14 18:33:22
"228",228,1,4,98.4,"China","Opera",2019-07-07 23:10:01
"229",229,1,4,115.62,"India","Chrome",2019-11-22 14:22:44
"230",230,1,5,71.34,"China","Chrome",2019-09-28 00:08:39
"231",231,1,5,44.28,"Spain","Chrome",2019-08-20 22:11:50
"232",232,1,5,52.89,"China","Opera",2019-01-06 10:44:33
"233",233,0,12,58,"China","Safari",2019-02-23 14:05:16
"234",234,1,3,71.34,"United States","Chrome",2019-02-19 14:28:56
"235",235,1,4,71.34,"United States","Chrome",2019-12-26 13:38:47
"236",236,0,15,94,"India","Opera",2019-06-19 14:51:30
"237",237,1,3,107.01,"France","Opera",2019-09-26 19:15:28
"238",238,0,7,72,"China","Opera",2019-04-04 11:35:31
"239",239,1,3,107.01,"India","Safari",2019-04-19 03:35:05
"240",240,1,3,61.5,"United States","Chrome",2019-05-25 02:10:59
"241",241,1,3,107.01,"India","Chrome",2019-09-15 20:00:39
"242",242,1,4,71.34,"India","Safari",2019-10-14 21:14:35
"243",243,1,6,71.34,"Indonesia","Opera",2019-11-14 05:01:15
"244",244,1,4,98.4,"China","Opera",2019-02-23 01:22:22
"245",245,1,3,88.56,"China","Thor",2019-03-03 06:33:19
"246",246,1,5,61.5,"China","Chrome",2019-04-01 23:58:22
"247",247,1,7,107.01,"China","Chrome",2019-04-14 04:42:10
"248",248,1,5,79.95,"Italy","Opera",2019-10-20 13:22:42
"249",249,1,1,124.23,"Indonesia","Chrome",2019-04-25 16:56:15
"250",250,0,12,58,"India","Opera",2019-05-03 10:43:35
"251",251,1,5,79.95,"Indonesia","Opera",2019-11-28 21:08:48
"252",252,0,10,87,"Italy","Opera",2019-07-04 19:03:26
"253",253,0,10,36,"Germany","Opera",2019-12-07 07:23:14
"254",254,0,7,87,"India","Safari",2019-02-05 06:47:34
"255",255,1,1,71.34,"China","Chrome",2019-06-23 08:29:39
"256",256,1,4,44.28,"China","Chrome",2019-07-19 10:51:49
"257",257,1,8,35.67,"India","Chrome",2019-08-28 00:07:23
"258",258,1,5,71.34,"China","Chrome",2019-03-28 09:53:19
"259",259,0,7,109,"United States","Chrome",2019-02-26 01:52:47
"260",260,1,5,52.89,"China","Opera",2019-04-05 07:47:45
"261",261,1,5,71.34,"India","Mozilla",2019-12-22 17:34:48
"262",262,0,7,87,"Spain","Mozilla",2019-03-19 22:05:04
"263",263,0,7,58,"United States","Chrome",2019-09-29 10:59:58
"264",264,0,10,65,"China","Opera",2019-09-04 03:12:09
"265",265,1,5,88.56,"United Kingdom","Chrome",2019-05-28 02:10:19
"266",266,0,12,94,"Spain","Chrome",2019-04-24 08:15:56
"267",267,1,5,71.34,"United Kingdom","Chrome",2019-05-08 22:50:05
"268",268,1,4,107.01,"China","Chrome",2019-11-28 09:08:50
"269",269,1,6,79.95,"China","Chrome",2019-03-09 09:50:26
"270",270,1,3,115.62,"India","Chrome",2019-03-15 18:34:06
"271",271,1,3,98.4,"China","Chrome",2019-03-24 20:53:10
"272",272,1,4,44.28,"India","Opera",2019-10-15 15:15:22
"273",273,0,10,94,"China","Chrome",2019-09-19 03:19:53
"274",274,1,6,98.4,"India","Opera",2019-11-24 08:58:19
"275",275,1,7,98.4,"China","Opera",2019-11-28 09:48:38
"276",276,0,15,87,"China","Chrome",2019-05-30 23:39:50
"277",277,1,2,79.95,"India","Opera",2019-02-27 18:27:10
"278",278,0,5,101,"India","Chrome",2019-01-26 07:13:53
"279",279,1,5,124.23,"India","Safari",2019-03-24 00:16:54
"280",280,1,3,35.67,"France","Safari",2019-06-16 03:08:22
"281",281,0,5,80,"China","Chrome",2019-11-18 05:16:18
"282",282,0,7,94,"Indonesia","Safari",2019-07-06 01:30:19
"283",283,1,3,115.62,"India","Safari",2019-09-18 01:51:08
"284",284,1,7,79.95,"India","Chrome",2019-07-24 14:20:47
"285",285,1,5,79.95,"China","Chrome",2019-11-22 00:11:10
"286",286,0,7,36,"China","Chrome",2019-01-05 21:30:36
"287",287,1,6,88.56,"India","Chrome",2019-06-03 00:14:04
"288",288,1,4,44.28,"China","Opera",2019-01-01 03:46:03
"289",289,0,20,72,"India","Opera",2019-05-15 07:01:19
"290",290,1,5,115.62,"India","Chrome",2019-05-19 07:29:58
"291",291,1,5,107.01,"India","Chrome",2019-04-29 02:43:42
"292",292,1,5,88.56,"United States","Safari",2019-12-26 15:35:04
"293",293,1,5,134.07,"France","Opera",2019-11-07 03:39:07
"294",294,1,5,107.01,"China","Chrome",2019-12-28 12:21:34
"295",295,1,3,107.01,"China","Chrome",2019-08-27 08:26:31
"296",296,1,5,61.5,"Indonesia","Chrome",2019-03-27 10:42:01
"297",297,0,2,65,"India","Chrome",2019-03-17 00:14:07
"298",298,1,2,159.9,"India","Opera",2019-07-04 19:43:35
"299",299,1,5,61.5,"China","Chrome",2019-01-01 13:17:25
"300",300,1,5,115.62,"Italy","Safari",2019-08-13 18:21:46
"301",301,1,4,88.56,"China","Chrome",2019-06-04 18:31:49
"302",302,0,2,80,"China","Safari",2019-03-06 10:16:37
"303",303,1,5,88.56,"Spain","Opera",2019-10-17 12:56:34
"304",304,1,5,79.95,"China","Safari",2019-10-29 12:30:54
"305",305,0,15,58,"China","Opera",2019-12-01 03:09:25
"306",306,1,6,98.4,"India","Chrome",2019-12-06 23:17:59
"307",307,1,3,44.28,"China","Safari",2019-09-30 22:17:27
"308",308,0,12,36,"China","Opera",2019-02-08 06:52:42
"309",309,0,7,80,"Germany","Opera",2019-04-25 11:13:43
"310",310,1,6,71.34,"United States","Chrome",2019-10-06 20:15:20
"311",311,1,4,115.62,"Italy","Chrome",2019-01-31 13:02:05
"312",312,0,10,43,"India","Thor",2019-12-27 17:32:45
"313",313,1,4,52.89,"India","Opera",2019-06-11 23:50:49
"314",314,1,4,124.23,"China","Chrome",2019-01-10 11:57:45
"315",315,1,5,88.56,"United States","Opera",2019-01-17 06:11:04
"316",316,1,3,88.56,"India","Safari",2019-02-01 03:45:25
"317",317,1,5,88.56,"India","Chrome",2019-02-02 20:01:15
"318",318,1,4,52.89,"China","Chrome",2019-08-03 07:40:04
"319",319,0,7,58,"China","Chrome",2019-06-23 11:38:12
"320",320,1,4,107.01,"China","Internet Explorer",2019-07-15 19:11:15
"321",321,1,6,88.56,"India","Safari",2019-01-10 13:46:23
"322",322,1,5,98.4,"India","Chrome",2019-02-13 13:17:54
"323",323,1,6,71.34,"China","Chrome",2019-01-04 09:23:04
"324",324,0,7,65,"China","Chrome",2019-12-13 13:57:31
"325",325,0,10,80,"China","Mozilla",2019-03-08 20:12:04
"326",326,0,7,116,"China","Chrome",2019-03-11 13:31:00
"327",327,1,3,134.07,"India","Chrome",2019-04-10 08:38:43
"328",328,0,10,80,"India","Safari",2019-10-20 18:38:24
"329",329,0,12,36,"China","Chrome",2019-07-23 09:37:46
"330",330,0,17,65,"China","Thor",2019-10-11 09:59:24
"331",331,0,5,50,"India","Safari",2019-10-06 17:00:55
"332",332,1,5,107.01,"Italy","Chrome",2019-08-14 04:28:29
"333",333,1,4,115.62,"India","Chrome",2019-05-12 10:36:36
"334",334,0,12,65,"China","Chrome",2019-03-01 15:14:05
"335",335,1,3,61.5,"India","Safari",2019-04-18 00:24:23
"336",336,1,5,61.5,"United Kingdom","Safari",2019-04-16 21:25:20
"337",337,1,5,79.95,"China","Chrome",2019-12-06 18:06:19
"338",338,1,5,79.95,"United Kingdom","Opera",2019-06-07 04:33:48
"339",339,0,5,72,"Indonesia","Chrome",2019-01-07 08:47:32
"340",340,1,5,115.62,"India","Safari",2019-07-31 12:19:15
"341",341,0,7,43,"China","Safari",2019-11-04 09:02:29
"342",342,0,5,58,"Germany","Chrome",2019-06-15 19:54:29
"343",343,0,12,50,"China","Opera",2019-11-26 02:54:27
"344",344,0,12,94,"China","Opera",2019-04-04 18:34:46
"345",345,1,5,61.5,"India","Safari",2019-05-08 16:32:01
"346",346,0,12,65,"India","Chrome",2019-06-16 05:28:26
"347",347,1,4,88.56,"United Kingdom","Internet Explorer",2019-01-08 21:07:19
"348",348,0,12,94,"India","Safari",2019-08-20 08:08:20
"349",349,1,4,71.34,"China","Safari",2019-03-25 11:40:27
"350",350,1,5,79.95,"United Kingdom","Chrome",2019-09-21 01:44:49
"351",351,1,7,88.56,"United States","Thor",2019-07-19 03:29:57
"352",352,1,4,71.34,"France","Opera",2019-10-06 10:49:14
"353",353,0,10,94,"China","Safari",2019-09-15 00:23:44
"354",354,1,2,79.95,"India","Chrome",2019-01-23 11:29:12
"355",355,0,15,94,"Indonesia","Chrome",2019-05-28 04:28:27
"356",356,0,10,58,"China","Opera",2019-11-20 00:03:18
"357",357,1,3,115.62,"India","Opera",2019-06-11 20:29:34
"358",358,0,15,50,"India","Safari",2019-08-02 18:01:28
"359",359,1,1,79.95,"India","Chrome",2019-09-17 19:33:14
"360",360,1,6,98.4,"China","Chrome",2019-01-04 00:16:04
"361",361,1,5,88.56,"China","Safari",2019-08-31 19:30:55
"362",362,1,3,134.07,"Indonesia","Opera",2019-02-19 13:54:34
"363",363,1,2,134.07,"India","Chrome",2019-09-28 09:07:33
"364",364,0,12,43,"China","Safari",2019-02-17 13:26:59
"365",365,0,12,87,"India","Mozilla",2019-03-27 15:39:36
"366",366,0,15,65,"India","Opera",2019-12-10 16:21:53
"367",367,1,3,44.28,"India","Mozilla",2019-08-20 05:58:45
"368",368,1,5,124.23,"India","Internet Explorer",2019-09-06 21:24:11
"369",369,0,10,80,"China","Chrome",2019-12-26 21:31:11
"370",370,1,5,52.89,"India","Chrome",2019-09-09 19:26:32
"371",371,1,3,71.34,"Indonesia","Chrome",2019-12-19 15:14:21
"372",372,1,3,98.4,"India","Chrome",2019-05-28 18:41:38
"373",373,1,4,107.01,"United Kingdom","Chrome",2019-04-15 01:29:19
"374",374,1,3,88.56,"China","Safari",2019-09-01 16:49:12
"375",375,1,2,88.56,"United States","Internet Explorer",2019-11-26 04:01:29
"376",376,1,5,98.4,"China","Chrome",2019-04-12 05:17:29
"377",377,0,5,116,"India","Chrome",2019-03-22 04:33:07
"378",378,0,5,50,"India","Safari",2019-04-20 03:43:45
"379",379,1,6,61.5,"United States","Chrome",2019-12-18 22:36:22
"380",380,1,3,142.68,"China","Safari",2019-09-20 18:38:05
"381",381,1,3,159.9,"India","Safari",2019-06-25 03:43:02
"382",382,1,6,142.68,"China","Opera",2019-01-16 15:20:16
"383",383,0,7,21,"China","Chrome",2019-05-27 17:37:43
"384",384,1,5,61.5,"China","Opera",2019-12-23 06:04:20
"385",385,1,4,107.01,"China","Mozilla",2019-06-13 22:41:19
"386",386,0,12,65,"China","Opera",2019-10-15 04:24:21
"387",387,1,5,61.5,"India","Opera",2019-04-01 08:47:28
"388",388,1,3,52.89,"India","Chrome",2019-01-17 03:00:03
"389",389,1,6,71.34,"Indonesia","Internet Explorer",2019-11-14 23:43:51
"390",390,1,4,79.95,"India","Opera",2019-09-07 18:42:52
"391",391,1,6,115.62,"China","Safari",2019-03-06 18:12:37
"392",392,1,3,88.56,"Italy","Safari",2019-12-15 11:21:10
"393",393,1,3,98.4,"China","Internet Explorer",2019-04-12 02:56:21
"394",394,1,4,98.4,"India","Opera",2019-09-11 08:21:01
"395",395,1,5,124.23,"India","Safari",2019-10-02 14:42:25
"396",396,1,5,44.28,"India","Opera",2019-07-30 09:56:13
"397",397,1,2,98.4,"United Kingdom","Chrome",2019-11-10 09:34:08
"398",398,1,7,98.4,"China","Opera",2019-01-16 14:28:58
"399",399,1,4,98.4,"China","Chrome",2019-07-18 17:43:47
"400",400,0,7,58,"China","Opera",2019-01-31 11:07:50
"401",401,1,4,142.68,"United States","Safari",2019-05-27 18:50:32
"402",402,0,12,94,"China","Opera",2019-01-19 18:18:18
"403",403,0,7,109,"United Kingdom","Chrome",2019-10-10 02:24:07
"404",404,0,10,80,"United States","Safari",2019-05-28 00:23:36
"405",405,0,5,36,"United States","Chrome",2019-02-13 20:19:21
"406",406,1,5,115.62,"China","Opera",2019-03-21 04:01:03
"407",407,1,4,115.62,"India","Opera",2019-10-16 04:25:37
"408",408,0,12,87,"China","Safari",2019-04-05 15:19:33
"409",409,1,2,124.23,"India","Mozilla",2019-06-21 15:04:36
"410",410,1,4,35.67,"Italy","Chrome",2019-09-19 16:18:40
"411",411,0,5,65,"France","Chrome",2019-12-02 04:02:04
"412",412,1,5,88.56,"India","Safari",2019-12-11 19:31:04
"413",413,0,12,87,"India","Safari",2019-09-14 07:59:20
"414",414,1,7,98.4,"India","Chrome",2019-02-16 23:36:14
