"","id","group","clicks","lifetime","country","browser","date"
"122",122,1,6,28.08,"Italy","Opera",2019-11-04 05:24:39
"123",123,0,10,13,"Germany","Mozilla",2019-07-25 11:38:26
"124",124,1,10,29.64,"China","Chrome",2019-07-31 04:56:37
"125",125,0,23,9,"United Kingdom","Opera",2019-10-25 07:55:09
"126",126,1,12,28.08,"China","Opera",2019-10-15 03:02:50
"127",127,1,4,14.04,"China","Opera",2019-04-04 19:33:48
"128",128,0,23,15,"Italy","Chrome",2019-12-20 07:35:10
"129",129,0,16,12,"China","Chrome",2019-08-08 15:34:11
"130",130,1,10,29.64,"Italy","Safari",2019-12-04 14:57:27
"131",131,0,23,16,"China","Chrome",2019-09-03 07:38:15
"132",132,0,23,6,"India","Safari",2019-12-05 21:03:19
"133",133,0,16,12,"India","Opera",2019-03-07 00:19:06
"134",134,0,25,22,"China","Opera",2019-10-07 01:34:38
"135",135,0,14,10,"Germany","Opera",2019-06-29 11:46:45
"136",136,1,11,18.72,"India","Safari",2019-07-18 21:11:09
"137",137,1,6,9.36,"Italy","Safari",2019-08-29 07:44:06
"138",138,0,18,10,"India","Chrome",2019-07-12 05:33:49
"139",139,0,10,19,"China","Chrome",2019-09-05 23:41:45
"140",140,1,10,28.08,"India","Chrome",2019-04-12 17:56:26
"141",141,0,18,21,"Germany","Opera",2019-03-01 10:06:05
"142",142,0,29,9,"China","Safari",2019-10-27 19:14:09
"143",143,0,23,16,"India","Thor",2019-02-26 02:12:06
"144",144,0,18,18,"China","Chrome",2019-11-08 07:27:28
"145",145,1,9,43.68,"India","Chrome",2019-04-05 03:36:16
"146",146,0,31,16,"Germany","Opera",2019-04-08 03:05:18
"147",147,0,25,12,"Spain","Safari",2019-07-13 15:39:41
"148",148,1,12,20.28,"India","Chrome",2019-12-05 05:11:35
"149",149,1,10,23.4,"India","Chrome",2019-05-21 08:21:55
"150",150,0,35,19,"France","Thor",2019-11-16 17:51:11
"151",151,0,25,19,"India","Chrome",2019-02-06 05:03:37
"152",152,0,21,15,"China","Safari",2019-11-06 09:07:38
"153",153,1,7,23.4,"United States","Chrome",2019-11-07 11:48:40
"154",154,1,6,29.64,"India","Chrome",2019-04-03 04:46:45
"155",155,1,16,23.4,"Italy","Safari",2019-01-27 12:11:36
"156",156,0,18,21,"Germany","Chrome",2019-02-20 07:04:09
"157",157,0,12,22,"India","Chrome",2019-06-14 16:48:08
"158",158,1,7,20.28,"United States","Safari",2019-04-04 14:53:39
"159",159,0,25,9,"China","Chrome",2019-03-08 10:03:19
"160",160,1,12,32.76,"China","Chrome",2019-01-24 17:03:55
"161",161,1,9,23.4,"Indonesia","Safari",2019-03-06 12:39:08
"162",162,0,23,24,"India","Chrome",2019-01-25 23:30:54
"163",163,1,15,28.08,"United States","Safari",2019-10-04 01:44:34
"164",164,1,8,15.6,"India","Chrome",2019-02-13 09:14:57
"165",165,1,8,20.28,"Indonesia","Chrome",2019-01-13 01:15:10
"166",166,1,6,37.44,"United Kingdom","Chrome",2019-12-11 21:08:08
"167",167,0,21,6,"India","Chrome",2019-02-26 16:16:51
"168",168,1,4,6.24,"United States","Chrome",2019-11-27 04:15:19
"169",169,1,9,37.44,"United States","Chrome",2019-01-16 18:11:57
"170",170,1,11,28.08,"China","Thor",2019-10-17 08:47:34
"171",171,1,13,24.96,"China","Safari",2019-11-16 13:31:35
"172",172,0,10,19,"China","Safari",2019-07-14 04:28:26
"173",173,0,8,9,"India","Chrome",2019-03-26 00:32:04
"174",174,1,11,20.28,"India","Chrome",2019-05-25 16:28:48
"175",175,1,9,15.6,"United Kingdom","Chrome",2019-03-16 17:22:32
"176",176,0,23,10,"India","Chrome",2019-01-06 22:26:54
"177",177,0,14,16,"Italy","Safari",2019-06-16 09:34:57
"178",178,1,13,24.96,"France","Opera",2019-09-13 16:40:38
"179",179,0,10,12,"United States","Chrome",2019-10-16 18:09:08
"180",180,1,12,28.08,"United States","Chrome",2019-04-20 03:06:59
"181",181,0,8,19,"Spain","Chrome",2019-01-03 16:12:01
"182",182,1,14,14.04,"Indonesia","Chrome",2019-08-18 03:58:03
"183",183,1,8,15.6,"China","Opera",2019-11-03 06:28:06
"184",184,1,6,14.04,"China","Internet Explorer",2019-11-24 06:54:01
"185",185,0,18,18,"China","Chrome",2019-08-01 01:52:04
"186",186,0,16,25,"Germany","Safari",2019-05-09 15:30:40
"187",187,0,12,13,"Germany","Chrome",2019-06-03 00:40:27
"188",188,1,4,20.28,"China","Safari",2019-06-21 02:02:38
"189",189,1,8,14.04,"China","Chrome",2019-02-11 08:22:47
"190",190,0,25,18,"China","Chrome",2019-12-20 20:20:48
"191",191,1,8,24.96,"India","Chrome",2019-03-10 14:16:36
"192",192,1,15,20.28,"China","Safari",2019-07-25 04:17:52
"193",193,0,14,19,"France","Chrome",2019-03-28 06:53:52
"194",194,0,14,19,"Indonesia","Chrome",2019-08-31 11:27:09
"195",195,0,8,21,"Germany","Chrome",2019-03-17 17:33:41
"196",196,1,8,20.28,"India","Chrome",2019-04-08 07:52:56
"197",197,0,10,15,"China","Chrome",2019-11-15 03:47:02
"198",198,1,8,18.72,"India","Chrome",2019-11-14 04:10:55
"199",199,1,9,28.08,"Indonesia","Safari",2019-12-14 04:57:15
"200",200,0,21,12,"Italy","Mozilla",2019-03-10 19:07:33
"201",201,0,23,19,"China","Chrome",2019-12-29 06:24:26
"202",202,1,8,23.4,"China","Thor",2019-08-10 19:03:53
"203",203,0,14,16,"Indonesia","Chrome",2019-09-07 07:47:23
"204",204,0,23,18,"United Kingdom","Chrome",2019-09-25 07:42:42
"205",205,1,4,15.6,"China","Chrome",2019-02-26 09:57:26
"206",206,0,12,21,"United Kingdom","Chrome",2019-01-21 00:12:41
"207",207,0,27,18,"Indonesia","Thor",2019-01-03 09:16:02
"208",208,1,11,23.4,"Indonesia","Safari",2019-06-19 06:25:59
"209",209,1,10,23.4,"China","Opera",2019-02-17 18:23:08
"210",210,0,27,15,"United States","Opera",2019-07-17 11:53:24
"211",211,0,14,15,"Germany","Chrome",2019-12-23 23:51:32
"212",212,1,9,14.04,"India","Thor",2019-07-02 23:23:08
"213",213,1,8,10.92,"Spain","Chrome",2019-08-05 05:13:35
"214",214,1,8,18.72,"Spain","Chrome",2019-02-26 12:50:25
"215",215,1,8,32.76,"Italy","Safari",2019-01-20 18:02:33
"216",216,1,11,28.08,"India","Safari",2019-03-16 22:13:29
"217",217,0,16,15,"Italy","Chrome",2019-03-17 15:25:45
"218",218,1,9,23.4,"China","Thor",2019-12-16 06:33:45
"219",219,1,10,23.4,"India","Safari",2019-07-05 15:22:29
"220",220,0,16,7,"China","Chrome",2019-12-04 04:32:39
"221",221,1,8,28.08,"United States","Safari",2019-10-23 13:43:55
"222",222,1,7,24.96,"India","Chrome",2019-03-28 07:52:41
"223",223,0,23,10,"India","Mozilla",2019-05-20 23:13:25
"224",224,0,18,15,"India","Safari",2019-02-24 09:59:56
"225",225,0,23,13,"Germany","Opera",2019-11-14 16:34:28
"226",226,0,14,19,"India","Chrome",2019-08-09 23:59:35
"227",227,0,10,7,"China","Opera",2019-05-18 03:30:22
"228",228,1,4,15.6,"France","Chrome",2019-01-04 06:23:22
"229",229,0,21,22,"China","Internet Explorer",2019-08-05 05:35:10
"230",230,1,9,28.08,"China","Safari",2019-03-10 08:17:17
"231",231,0,21,10,"India","Safari",2019-08-27 22:26:17
"232",232,0,21,15,"China","Chrome",2019-12-18 22:43:55
"233",233,1,7,15.6,"United Kingdom","Safari",2019-10-04 20:32:38
"234",234,1,13,28.08,"Italy","Thor",2019-04-19 14:40:59
"235",235,1,11,20.28,"China","Chrome",2019-12-02 12:58:28
"236",236,1,7,24.96,"Spain","Chrome",2019-01-21 13:17:51
"237",237,1,9,34.32,"China","Chrome",2019-12-27 20:25:07
"238",238,0,18,27,"Germany","Chrome",2019-06-15 13:11:18
"239",239,0,23,12,"Italy","Chrome",2019-08-09 05:50:11
"240",240,0,16,10,"China","Chrome",2019-12-14 16:15:56
"241",241,0,23,4,"China","Safari",2019-10-18 17:33:27
"242",242,0,10,15,"Indonesia","Chrome",2019-11-30 15:06:13
"243",243,1,10,29.64,"Italy","Chrome",2019-11-17 23:25:44
"244",244,1,13,20.28,"India","Safari",2019-11-16 16:13:15
"245",245,1,18,24.96,"United States","Chrome",2019-06-06 10:55:50
"246",246,0,18,21,"India","Chrome",2019-09-14 12:06:03
"247",247,0,12,13,"Italy","Mozilla",2019-12-12 08:58:41
"248",248,1,9,24.96,"Spain","Chrome",2019-08-22 08:17:09
"249",249,1,11,23.4,"India","Safari",2019-07-05 16:43:58
"250",250,0,10,10,"Italy","Opera",2019-11-10 14:52:57
"251",251,1,10,28.08,"India","Opera",2019-07-11 02:17:25
"252",252,1,8,28.08,"United States","Chrome",2019-03-03 20:10:10
"253",253,0,18,16,"China","Safari",2019-07-19 05:24:24
"254",254,1,11,18.72,"Indonesia","Chrome",2019-06-09 06:26:46
"255",255,1,7,10.92,"Italy","Safari",2019-10-05 17:43:02
"256",256,0,25,13,"China","Opera",2019-12-01 10:51:31
"257",257,0,6,18,"France","Chrome",2019-06-03 17:52:02
"258",258,1,8,28.08,"China","Chrome",2019-04-13 20:08:29
"259",259,1,10,18.72,"United States","Chrome",2019-08-17 15:21:40
"260",260,1,12,20.28,"India","Internet Explorer",2019-07-27 02:17:09
"261",261,0,27,9,"Spain","Safari",2019-07-12 12:04:51
"262",262,1,11,23.4,"Indonesia","Safari",2019-12-07 20:08:39
"263",263,0,23,24,"Italy","Chrome",2019-08-21 16:10:38
"264",264,0,21,12,"India","Safari",2019-07-18 11:40:10
"265",265,0,25,16,"Italy","Chrome",2019-10-13 12:09:50
"266",266,1,7,28.08,"India","Mozilla",2019-05-07 19:15:37
"267",267,1,15,29.64,"China","Safari",2019-05-13 07:48:56
"268",268,1,9,20.28,"France","Internet Explorer",2019-07-09 06:24:31
"269",269,1,9,20.28,"India","Mozilla",2019-08-08 15:43:48
"270",270,1,7,23.4,"China","Opera",2019-12-23 20:52:12
"271",271,0,21,13,"India","Safari",2019-05-17 21:10:37
"272",272,0,12,22,"Indonesia","Chrome",2019-02-16 18:39:37
"273",273,0,12,15,"Italy","Opera",2019-11-30 02:17:05
"274",274,0,16,10,"Italy","Mozilla",2019-04-12 05:16:55
"275",275,0,16,10,"Indonesia","Chrome",2019-11-21 07:38:56
"276",276,0,18,22,"France","Chrome",2019-08-26 22:03:36
"277",277,0,23,6,"Italy","Safari",2019-10-08 07:00:23
"278",278,0,21,15,"China","Chrome",2019-02-07 19:59:44
"279",279,1,6,29.64,"Indonesia","Opera",2019-02-18 10:18:51
"280",280,0,12,13,"United States","Safari",2019-03-28 07:38:47
"281",281,0,25,19,"India","Chrome",2019-04-02 20:04:23
"282",282,1,8,18.72,"United States","Chrome",2019-12-14 12:14:52
"283",283,1,6,32.76,"Italy","Safari",2019-02-18 04:14:35
"284",284,0,16,19,"China","Chrome",2019-03-08 12:16:08
"285",285,1,16,37.44,"United Kingdom","Safari",2019-08-07 04:25:07
"286",286,1,4,29.64,"Indonesia","Chrome",2019-01-07 12:31:38
"287",287,1,12,20.28,"India","Opera",2019-01-07 19:08:17
"288",288,1,11,32.76,"China","Mozilla",2019-03-20 14:15:04
"289",289,1,11,28.08,"India","Opera",2019-01-10 03:34:30
"290",290,0,10,16,"India","Safari",2019-04-23 05:29:03
"291",291,0,16,12,"Italy","Opera",2019-08-02 20:10:06
"292",292,0,12,22,"China","Opera",2019-02-16 14:44:07
"293",293,1,5,32.76,"Italy","Chrome",2019-12-17 03:01:24
"294",294,0,14,18,"India","Chrome",2019-03-22 16:07:37
"295",295,1,10,28.08,"France","Thor",2019-02-22 09:22:21
"296",296,0,18,9,"China","Chrome",2019-12-23 23:09:41
"297",297,0,14,13,"China","Opera",2019-06-22 19:42:30
"298",298,1,14,29.64,"India","Safari",2019-06-26 00:20:03
"299",299,0,25,16,"India","Thor",2019-07-15 02:46:47
"300",300,1,10,24.96,"China","Chrome",2019-10-13 16:00:09
"301",301,1,10,24.96,"China","Opera",2019-10-17 15:23:55
"302",302,0,8,9,"India","Chrome",2019-07-09 09:08:08
"303",303,1,6,23.4,"China","Chrome",2019-01-29 08:29:58
"304",304,0,33,13,"China","Chrome",2019-08-15 13:58:27
"305",305,0,27,15,"India","Mozilla",2019-02-03 09:42:25
"306",306,1,4,18.72,"United States","Chrome",2019-07-14 18:02:35
"307",307,0,16,19,"India","Chrome",2019-11-12 13:17:48
"308",308,1,12,15.6,"Spain","Chrome",2019-10-26 18:10:02
"309",309,1,10,24.96,"United Kingdom","Thor",2019-12-01 23:24:56
"310",310,1,8,23.4,"Italy","Opera",2019-01-21 05:18:13
"311",311,0,18,10,"Italy","Chrome",2019-06-11 11:45:45
"312",312,1,9,29.64,"United States","Chrome",2019-08-18 09:04:21
"313",313,1,15,15.6,"United Kingdom","Chrome",2019-07-02 17:05:23
"314",314,0,14,19,"China","Thor",2019-02-19 07:45:32
"315",315,0,12,12,"China","Chrome",2019-12-15 10:47:53
"316",316,0,21,12,"United Kingdom","Chrome",2019-10-19 00:53:00
"317",317,0,29,10,"India","Chrome",2019-12-19 18:14:28
"318",318,1,12,15.6,"India","Chrome",2019-05-21 09:23:33
"319",319,1,11,20.28,"Italy","Opera",2019-12-18 03:06:39
"320",320,0,10,15,"China","Opera",2019-04-26 10:19:43
"321",321,1,13,24.96,"Indonesia","Safari",2019-02-22 05:40:58
"322",322,1,11,23.4,"China","Safari",2019-06-27 09:14:34
"323",323,0,8,15,"Spain","Safari",2019-06-11 06:44:37
"324",324,0,29,15,"Italy","Safari",2019-11-16 16:42:14
"325",325,1,10,10.92,"China","Mozilla",2019-02-02 17:49:57
"326",326,1,15,18.72,"Spain","Chrome",2019-09-03 17:35:59
"327",327,1,10,18.72,"Indonesia","Opera",2019-05-06 23:41:44
"328",328,1,9,29.64,"United States","Opera",2019-06-17 21:41:41
"329",329,1,12,39,"China","Safari",2019-10-03 05:38:29
"330",330,1,8,32.76,"Spain","Chrome",2019-02-03 03:30:42
"331",331,1,8,23.4,"China","Opera",2019-12-09 14:43:52
"332",332,1,10,24.96,"Italy","Mozilla",2019-07-26 02:45:05
"333",333,1,10,29.64,"Italy","Internet Explorer",2019-10-07 20:35:54
"334",334,0,12,16,"Italy","Opera",2019-12-14 16:19:08
"335",335,0,29,3,"United States","Chrome",2019-02-02 23:16:10
"336",336,0,16,15,"India","Chrome",2019-10-07 22:36:14
"337",337,0,16,12,"China","Opera",2019-05-20 11:24:22
"338",338,0,23,12,"Italy","Chrome",2019-05-20 07:37:10
"339",339,0,31,19,"China","Safari",2019-09-29 11:34:02
"340",340,1,16,34.32,"Italy","Safari",2019-12-29 19:53:00
"341",341,1,10,34.32,"India","Opera",2019-11-06 20:07:00
"342",342,0,10,6,"China","Chrome",2019-12-27 04:06:59
"343",343,1,10,24.96,"United States","Internet Explorer",2019-10-13 13:40:44
"344",344,1,10,18.72,"Italy","Chrome",2019-08-30 04:06:46
"345",345,1,6,24.96,"China","Chrome",2019-01-13 08:58:10
"346",346,0,23,12,"Indonesia","Chrome",2019-03-11 10:27:21
"347",347,1,18,42.12,"India","Safari",2019-12-01 12:58:46
"348",348,0,12,19,"United States","Opera",2019-12-23 03:41:46
"349",349,1,4,28.08,"India","Chrome",2019-03-27 09:21:37
"350",350,0,12,9,"India","Opera",2019-07-25 08:22:55
"351",351,0,4,13,"India","Opera",2019-03-27 12:56:35
"352",352,1,10,20.28,"India","Opera",2019-02-14 04:43:14
"353",353,1,5,20.28,"India","Chrome",2019-04-02 05:49:17
"354",354,1,13,20.28,"United States","Internet Explorer",2019-04-26 01:47:16
"355",355,0,10,10,"China","Opera",2019-08-25 11:25:04
"356",356,0,10,7,"United Kingdom","Chrome",2019-06-13 20:18:45
"357",357,1,8,18.72,"India","Internet Explorer",2019-02-25 04:58:09
"358",358,1,4,34.32,"United States","Opera",2019-07-06 03:15:57
"359",359,0,8,22,"Indonesia","Mozilla",2019-04-22 08:13:33
"360",360,1,8,20.28,"India","Internet Explorer",2019-07-25 01:26:44
"361",361,0,14,25,"United States","Chrome",2019-09-02 17:41:22
"362",362,0,10,12,"China","Chrome",2019-01-07 14:06:35
"363",363,0,6,16,"France","Safari",2019-04-17 23:26:26
"364",364,1,8,32.76,"China","Opera",2019-08-05 00:05:27
"365",365,0,10,24,"France","Chrome",2019-08-10 21:53:15
"366",366,0,16,13,"Germany","Chrome",2019-12-20 22:19:37
"367",367,0,23,15,"China","Chrome",2019-11-12 17:14:42
"368",368,1,15,18.72,"China","Safari",2019-05-11 09:20:36
"369",369,1,14,32.76,"India","Chrome",2019-01-22 00:35:25
"370",370,1,9,24.96,"India","Thor",2019-07-08 07:55:01
"371",371,0,21,24,"India","Chrome",2019-02-14 14:25:32
"372",372,1,9,14.04,"India","Chrome",2019-02-06 21:31:24
"373",373,1,7,18.72,"China","Chrome",2019-02-06 23:48:48
"374",374,1,11,28.08,"France","Safari",2019-08-28 11:43:28
"375",375,1,6,24.96,"United States","Mozilla",2019-10-12 23:36:19
"376",376,1,11,28.08,"China","Chrome",2019-05-16 20:48:29
"377",377,1,4,24.96,"China","Safari",2019-10-06 17:13:09
"378",378,1,8,28.08,"India","Safari",2019-05-05 16:26:12
"379",379,1,6,34.32,"Italy","Opera",2019-11-19 01:55:06
"380",380,1,8,24.96,"China","Safari",2019-10-20 07:33:29
"381",381,0,27,15,"India","Chrome",2019-02-09 17:20:38
"382",382,1,9,34.32,"China","Safari",2019-06-09 16:43:48
"383",383,0,21,15,"United Kingdom","Mozilla",2019-08-22 18:46:05
"384",384,1,11,39,"India","Thor",2019-07-03 02:51:07
"385",385,1,14,20.28,"China","Opera",2019-12-05 23:35:51
"386",386,0,14,15,"Italy","Chrome",2019-04-19 17:47:37
"387",387,0,8,12,"Spain","Chrome",2019-04-08 14:31:55
"388",388,0,10,9,"France","Chrome",2019-09-16 10:58:46
"389",389,0,25,18,"China","Safari",2019-04-01 05:50:11
"390",390,1,11,20.28,"Italy","Chrome",2019-07-26 12:22:45
"391",391,1,8,10.92,"United States","Opera",2019-09-02 12:17:29
"392",392,1,8,14.04,"India","Chrome",2019-05-05 13:33:56
"393",393,1,5,18.72,"France","Opera",2019-07-12 23:57:55
"394",394,1,12,15.6,"India","Thor",2019-10-12 02:10:38
"395",395,1,9,32.76,"United Kingdom","Opera",2019-02-01 17:51:06
"396",396,1,3,15.6,"India","Internet Explorer",2019-06-02 21:08:04
"397",397,1,4,20.28,"Indonesia","Safari",2019-01-16 19:27:58
"398",398,0,21,19,"India","Chrome",2019-08-17 18:13:16
"399",399,0,14,12,"India","Chrome",2019-01-31 07:40:28
"400",400,1,9,32.76,"India","Opera",2019-12-25 13:50:42
"401",401,1,9,28.08,"China","Chrome",2019-03-14 21:22:16
"402",402,1,13,15.6,"India","Opera",2019-10-10 17:21:59
"403",403,0,23,12,"China","Safari",2019-07-30 15:11:04
"404",404,1,17,23.4,"India","Chrome",2019-10-18 15:31:34
"405",405,1,11,29.64,"China","Chrome",2019-06-30 21:25:55
"406",406,0,27,10,"United States","Chrome",2019-05-02 04:27:07
"407",407,0,6,18,"India","Opera",2019-08-31 22:59:39
"408",408,1,6,23.4,"Indonesia","Chrome",2019-01-14 16:42:54
"409",409,1,8,18.72,"United States","Chrome",2019-06-18 12:49:13
"410",410,1,13,20.28,"China","Chrome",2019-07-23 13:13:18
"411",411,1,6,37.44,"India","Chrome",2019-08-25 11:09:45
"412",412,1,8,20.28,"France","Chrome",2019-08-17 02:23:06
"413",413,0,14,12,"Spain","Thor",2019-03-14 00:27:01
